x-axis,1
second,Volt
-9.687500000000e-004,-8.22592e-002
-9.675000000000e-004,-8.22592e-002
-9.662500000000e-004,-8.22592e-002
-9.650000000000e-004,-8.22592e-002
-9.637500000000e-004,-8.22592e-002
-9.625000000000e-004,-8.22592e-002
-9.612500000000e-004,-8.22592e-002
-9.600000000000e-004,-8.22592e-002
-9.587500000000e-004,-8.22592e-002
-9.575000000000e-004,-8.22592e-002
-9.562500000000e-004,-8.22592e-002
-9.550000000000e-004,-8.22592e-002
-9.537500000000e-004,-8.22592e-002
-9.525000000000e-004,-8.22592e-002
-9.512500000000e-004,-8.22592e-002
-9.500000000000e-004,-8.22592e-002
-9.487500000000e-004,-8.22592e-002
-9.475000000000e-004,-8.22592e-002
-9.462500000000e-004,-8.22592e-002
-9.450000000000e-004,-8.22592e-002
-9.437500000000e-004,-8.22592e-002
-9.425000000000e-004,-8.22592e-002
-9.412500000000e-004,-8.22592e-002
-9.400000000000e-004,-8.22592e-002
-9.387500000000e-004,-8.22592e-002
-9.375000000000e-004,-8.22592e-002
-9.362500000000e-004,-8.22592e-002
-9.350000000000e-004,-8.22592e-002
-9.337500000000e-004,-8.22592e-002
-9.325000000000e-004,-8.22592e-002
-9.312500000000e-004,-8.22592e-002
-9.300000000000e-004,-8.22592e-002
-9.287500000000e-004,-8.22592e-002
-9.275000000000e-004,-8.22592e-002
-9.262500000000e-004,-8.22592e-002
-9.250000000000e-004,-8.22592e-002
-9.237500000000e-004,-8.22592e-002
-9.225000000000e-004,-8.22592e-002
-9.212500000000e-004,-8.22592e-002
-9.200000000000e-004,-8.22592e-002
-9.187500000000e-004,-8.22592e-002
-9.175000000000e-004,-8.22592e-002
-9.162500000000e-004,-8.22592e-002
-9.150000000000e-004,-8.22592e-002
-9.137500000000e-004,-8.22592e-002
-9.125000000000e-004,-8.22592e-002
-9.112500000000e-004,-8.22592e-002
-9.100000000000e-004,-8.22592e-002
-9.087500000000e-004,-8.22592e-002
-9.075000000000e-004,-8.22592e-002
-9.062500000000e-004,-8.22592e-002
-9.050000000000e-004,-8.22592e-002
-9.037500000000e-004,-8.22592e-002
-9.025000000000e-004,-8.22592e-002
-9.012500000000e-004,-8.22592e-002
-9.000000000000e-004,-8.22592e-002
-8.987500000000e-004,-8.22592e-002
-8.975000000000e-004,-8.22592e-002
-8.962500000000e-004,-8.22592e-002
-8.950000000000e-004,-8.22592e-002
-8.937500000000e-004,-8.22592e-002
-8.925000000000e-004,-8.22592e-002
-8.912500000000e-004,-8.22592e-002
-8.900000000000e-004,-8.22592e-002
-8.887500000000e-004,-8.22592e-002
-8.875000000000e-004,-8.22592e-002
-8.862500000000e-004,-8.22592e-002
-8.850000000000e-004,-8.22592e-002
-8.837500000000e-004,-8.22592e-002
-8.825000000000e-004, 1.00561e+000
-8.812500000000e-004, 3.73573e+000
-8.800000000000e-004, 6.02653e+000
-8.787500000000e-004, 7.97213e+000
-8.775000000000e-004, 9.27967e+000
-8.762500000000e-004, 9.84452e+000
-8.750000000000e-004, 9.68762e+000
-8.737500000000e-004, 8.76711e+000
-8.725000000000e-004, 7.28176e+000
-8.712500000000e-004, 5.10603e+000
-8.700000000000e-004, 2.67925e+000
-8.687500000000e-004,-9.27191e-002
-8.675000000000e-004,-2.88561e+000
-8.662500000000e-004,-5.27054e+000
-8.650000000000e-004,-7.39398e+000
-8.637500000000e-004,-8.94209e+000
-8.625000000000e-004,-9.74753e+000
-8.612500000000e-004,-9.88351e+000
-8.600000000000e-004,-9.32912e+000
-8.587500000000e-004,-8.03205e+000
-8.575000000000e-004,-6.09690e+000
-8.562500000000e-004,-3.83749e+000
-8.550000000000e-004,-1.09690e+000
-8.537500000000e-004, 1.68552e+000
-8.525000000000e-004, 4.20644e+000
-8.512500000000e-004, 6.54954e+000
-8.500000000000e-004, 8.26502e+000
-8.487500000000e-004, 9.43657e+000
-8.475000000000e-004, 9.87590e+000
-8.462500000000e-004, 9.57255e+000
-8.450000000000e-004, 8.51607e+000
-8.437500000000e-004, 6.79013e+000
-8.425000000000e-004, 4.64577e+000
-8.412500000000e-004, 1.99933e+000
-8.400000000000e-004,-6.15732e-001
-8.387500000000e-004,-3.37724e+000
-8.375000000000e-004,-5.84586e+000
-8.362500000000e-004,-7.73916e+000
-8.350000000000e-004,-9.15130e+000
-8.337500000000e-004,-9.85213e+000
-8.325000000000e-004,-9.83121e+000
-8.312500000000e-004,-9.06761e+000
-8.300000000000e-004,-7.71824e+000
-8.287500000000e-004,-5.67849e+000
-8.275000000000e-004,-3.18895e+000
-8.262500000000e-004,-5.84351e-001
-8.250000000000e-004, 2.20854e+000
-8.237500000000e-004, 4.82360e+000
-8.225000000000e-004, 6.93657e+000
-8.212500000000e-004, 8.62067e+000
-8.200000000000e-004, 9.57255e+000
-8.187500000000e-004, 9.87590e+000
-8.175000000000e-004, 9.37381e+000
-8.162500000000e-004, 8.25456e+000
-8.150000000000e-004, 6.39264e+000
-8.137500000000e-004, 4.01816e+000
-8.125000000000e-004, 1.47632e+000
-8.112500000000e-004,-1.31657e+000
-8.100000000000e-004,-3.86887e+000
-8.087500000000e-004,-6.26427e+000
-8.075000000000e-004,-8.14711e+000
-8.062500000000e-004,-9.35004e+000
-8.050000000000e-004,-9.90444e+000
-8.037500000000e-004,-9.70569e+000
-8.025000000000e-004,-8.85841e+000
-8.012500000000e-004,-7.25799e+000
-8.000000000000e-004,-5.23916e+000
-7.987500000000e-004,-2.67640e+000
-7.975000000000e-004, 1.06026e-001
-7.962500000000e-004, 2.71063e+000
-7.950000000000e-004, 5.29431e+000
-7.937500000000e-004, 7.41774e+000
-7.925000000000e-004, 8.86126e+000
-7.912500000000e-004, 9.72946e+000
-7.900000000000e-004, 9.83406e+000
-7.887500000000e-004, 9.19598e+000
-7.875000000000e-004, 7.85707e+000
-7.862500000000e-004, 5.98469e+000
-7.850000000000e-004, 3.52653e+000
-7.837500000000e-004, 7.75481e-001
-7.825000000000e-004,-1.82912e+000
-7.812500000000e-004,-4.49648e+000
-7.800000000000e-004,-6.65130e+000
-7.787500000000e-004,-8.42954e+000
-7.775000000000e-004,-9.54879e+000
-7.762500000000e-004,-9.92535e+000
-7.750000000000e-004,-9.59063e+000
-7.737500000000e-004,-8.51322e+000
-7.725000000000e-004,-6.90234e+000
-7.712500000000e-004,-4.64293e+000
-7.700000000000e-004,-2.16385e+000
-7.687500000000e-004, 6.08118e-001
-7.675000000000e-004, 3.36962e+000
